"REF_DATE","GEO","DGUID","Age group","Sex","Element","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00107","","","","5"
"2015","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00108","","","","5"
"2016","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00129","","","","5"
"2017","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00144","","","","5"
"2018","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00152","","","","5"
"2019","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00132","","","","5"
"2020","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00164","","","","5"
"2021","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00197","","","","5"
"2022","British Columbia","2016A000259","41 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172553","10.42.1.3","0.00188","","","","5"
"2012","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00122","","","","5"
"2013","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00116","","","","5"
"2014","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00117","","","","5"
"2015","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00117","","","","5"
"2016","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00138","","","","5"
"2017","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00153","","","","5"
"2018","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00158","","","","5"
"2019","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00140","","","","5"
"2020","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00173","","","","5"
"2021","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00205","","","","5"
"2022","British Columbia","2016A000259","42 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172580","10.43.1.3","0.00195","","","","5"
"2012","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00134","","","","5"
"2013","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00127","","","","5"
"2014","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00128","","","","5"
"2015","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00126","","","","5"
"2016","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00148","","","","5"
"2017","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00163","","","","5"
"2018","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00165","","","","5"
"2019","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00149","","","","5"
"2020","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00182","","","","5"
"2021","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00215","","","","5"
"2022","British Columbia","2016A000259","43 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172607","10.44.1.3","0.00204","","","","5"
"2012","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00147","","","","5"
"2013","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00139","","","","5"
"2014","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00140","","","","5"
"2015","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00136","","","","5"
"2016","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00159","","","","5"
"2017","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00174","","","","5"
"2018","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00173","","","","5"
"2019","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00159","","","","5"
"2020","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00193","","","","5"
"2021","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00225","","","","5"
"2022","British Columbia","2016A000259","44 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172634","10.45.1.3","0.00213","","","","5"
"2012","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00161","","","","5"
"2013","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00152","","","","5"
"2014","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00153","","","","5"
"2015","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00147","","","","5"
"2016","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00170","","","","5"
"2017","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00185","","","","5"
"2018","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00181","","","","5"
"2019","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00170","","","","5"
"2020","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00204","","","","5"
"2021","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00236","","","","5"
"2022","British Columbia","2016A000259","45 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172661","10.46.1.3","0.00224","","","","5"
"2012","British Columbia","2016A000259","46 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172688","10.47.1.3","0.00176","","","","5"
"2013","British Columbia","2016A000259","46 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172688","10.47.1.3","0.00166","","","","5"
"2014","British Columbia","2016A000259","46 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172688","10.47.1.3","0.00166","","","","5"
"2015","British Columbia","2016A000259","46 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172688","10.47.1.3","0.00160","","","","5"
"2016","British Columbia","2016A000259","46 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172688","10.47.1.3","0.00183","","","","5"
"2017","British Columbia","2016A000259","46 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172688","10.47.1.3","0.00198","","","","5"
"2018","British Columbia","2016A000259","46 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172688","10.47.1.3","0.00192","","","","5"
"2019","British Columbia","2016A000259","46 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172688","10.47.1.3","0.00181","","","","5"
